age,gender,income,experience_years,monthly_spending,credit_score,has_credit_card,loan_amount,defaulted,city_Unknown,city_faisalabad,city_islamabad,city_karachi,city_rawalpindi,education_Intermediate,education_Master,education_Matric,education_PhD,education_Unknown,signup_year,signup_month,signup_day,signup_dayofweek,employment_type_Government,employment_type_Private,employment_type_Student,employment_type_Unemployed
33.0,1,59012.67,16,26567.81,574.3770154373927,0,264007.6,0,0,0,0,0,0,0,0,0,0,0,2021,8,24,1,1,0,0,0
46.0,0,108833.31,34,57518.94,648.0,0,241132.23,0,0,0,0,0,1,1,0,0,0,0,2021,8,25,2,0,0,0,0
49.0,0,88962.01,14,40904.9,548.0,0,219687.05,0,0,0,1,0,0,0,0,1,0,0,2021,8,26,3,0,0,1,0
61.0,1,111990.67,27,50598.05,845.0,1,96040.7,0,0,0,0,1,0,0,1,0,0,0,2021,8,27,4,1,0,0,0
48.0,1,47533.25,33,35620.07,421.0,1,247704.90777003483,0,0,0,0,1,0,0,1,0,0,0,2021,8,28,5,0,0,0,1
20.0,0,81816.39,27,59995.79,555.0,0,337819.96,0,0,0,0,1,0,0,0,1,0,0,2021,8,29,6,0,0,1,0
42.0,0,69472.4,9,58190.69,681.0,1,161195.85,0,0,0,1,0,0,0,0,1,0,0,2021,8,30,0,0,1,0,0
42.0,0,47131.29,13,32459.81,574.3770154373927,1,315581.27,1,0,0,0,1,0,0,0,1,0,0,2021,8,31,1,0,1,0,0
38.0,0,29464.45,16,33421.69,361.0,0,203759.08,0,0,0,0,0,0,0,0,0,0,0,2021,1,9,5,0,0,0,1
46.22862068965517,1,114952.36,7,34798.72,519.0,1,165445.2,0,0,0,0,0,0,0,0,0,1,0,2021,2,9,1,0,1,0,0
48.0,0,57309.68,33,42412.33,483.0,1,500610.48,1,0,0,0,0,0,0,0,0,0,0,2021,3,9,1,1,0,0,0
44.0,0,55419.52,27,52837.98,731.0,0,316798.35,0,0,0,0,1,0,0,1,0,0,0,2021,4,9,4,0,0,0,0
39.0,1,96977.49,21,58925.33,746.0,0,275977.72,0,0,0,0,1,0,0,1,0,0,0,2021,5,9,6,0,1,0,0
74.0,0,92270.16,17,30865.6,811.0,1,490730.14,0,0,0,0,0,0,1,0,0,0,0,2021,6,9,2,0,0,0,1
62.0,0,85476.32999999999,0,48817.47,478.0,1,289370.98,1,0,0,1,0,0,0,0,1,0,0,2021,7,9,4,0,0,1,0
26.0,0,53926.6,6,12139.93,395.0,1,174581.63,0,0,0,0,1,0,0,0,1,0,0,2021,8,9,0,0,0,0,0
26.0,0,147418.57,29,21649.82,574.3770154373927,0,266876.13,0,0,0,0,0,0,1,0,0,0,0,2021,9,9,3,0,0,0,1
33.0,0,85476.32999999999,19,28890.25,494.0,1,184470.78,1,0,0,0,0,0,0,1,0,0,0,2021,10,9,5,0,0,0,0
59.0,1,140491.79,26,16650.16,664.0,1,196016.07,0,0,1,0,0,0,1,0,0,0,0,2021,11,9,1,0,1,0,0
29.0,1,40856.59,32,18891.06,531.0,1,267741.6,0,0,1,0,0,0,0,1,0,0,0,2021,12,9,3,0,0,0,0
29.0,0,77674.29,30,52030.33,514.0,1,481121.08,1,0,0,1,0,0,0,0,1,0,0,2021,9,13,0,0,0,0,0
74.0,0,55250.7,32,50136.93,667.0,0,-138086.23,0,0,0,0,1,0,0,0,0,1,0,2021,9,14,1,0,0,0,0
71.0,1,50252.75,4,32803.54,754.0,0,180171.89,0,0,1,0,0,0,0,0,0,0,0,2021,9,15,2,1,0,0,0
58.0,0,99400.52,10,34798.72,517.0,1,503985.84,1,0,0,0,1,0,0,0,0,0,0,2021,9,16,3,0,0,1,0
39.0,0,102336.28,33,40072.64,652.0,0,-67346.74,0,0,0,0,0,0,0,0,0,1,0,2021,9,17,4,0,0,0,0
54.0,0,97555.76,21,24851.9,545.0,1,481134.34,1,0,1,0,0,0,0,0,0,1,0,2021,9,18,5,0,1,0,0
36.0,0,149548.11,24,47440.12,324.0,1,205613.69,0,0,0,1,0,0,0,0,1,0,0,2021,9,19,6,0,0,0,0
18.0,1,125988.48,8,18897.81,741.0,0,157915.4,0,0,0,0,0,0,0,0,1,0,0,2021,9,20,0,0,0,0,0
69.0,1,55734.01,14,40255.56,693.0,0,411679.82,1,0,0,1,0,0,0,1,0,0,0,2021,9,21,1,0,1,0,0
74.0,0,97695.58,21,53712.34,431.0,1,281152.58,0,0,1,0,0,0,0,0,0,0,0,2021,9,22,2,1,0,0,0
46.22862068965517,1,97809.84,32,5955.33,449.0,1,182286.29,1,0,0,0,0,0,0,0,1,0,0,2021,9,23,3,0,0,0,0
50.0,1,109213.09,19,23311.76,652.0,1,161908.94,0,0,0,0,0,1,0,0,0,1,0,2021,9,24,4,1,0,0,0
73.0,0,110592.47,8,37808.33,758.0,1,183022.64,0,0,0,0,0,1,0,0,0,0,0,2021,9,25,5,0,0,0,0
64.0,1,136031.87,12,40856.92,415.0,0,339098.6,0,0,1,0,0,0,0,1,0,0,0,2021,9,26,6,1,0,0,0
70.0,1,118052.83,20,21030.83,803.0,1,264812.09,0,0,0,1,0,0,0,0,0,1,0,2021,9,27,0,0,0,1,0
63.0,0,129135.66,9,40926.64,652.0,1,248671.0,0,0,0,0,1,0,0,1,0,0,0,2021,9,28,1,0,1,0,0
55.0,1,96078.03,24,30068.11,670.0,1,373678.62,1,0,1,0,0,0,0,0,1,0,0,2021,9,29,2,0,0,1,0
47.0,1,35971.75,24,25122.84,533.0,1,247704.90777003483,1,0,1,0,0,0,0,0,0,1,0,2021,9,30,3,0,0,0,0
50.0,1,114063.98,14,48898.61,758.0,1,323235.86,0,0,0,1,0,0,0,0,0,0,0,2021,1,10,6,0,0,1,0
19.0,1,59935.45,23,13706.41,516.0,0,341282.47,0,0,0,0,1,0,0,0,0,0,0,2021,2,10,2,0,0,1,0
47.0,1,85476.32999999999,11,52154.66,813.0,1,136255.73,0,0,1,0,0,0,1,0,0,0,0,2021,3,10,2,0,1,0,0
19.0,0,70997.66,0,37321.19,324.0,0,368999.86,1,0,0,0,0,1,0,0,0,0,0,2021,4,10,5,1,0,0,0
22.0,1,75404.86,34,55324.48,478.0,0,306722.13,0,0,1,0,0,0,0,0,0,0,0,2021,5,10,0,0,1,0,0
46.22862068965517,0,94598.05,5,34743.51,448.0,1,194147.05,0,0,0,0,0,1,1,0,0,0,0,2021,6,10,3,0,0,0,1
23.0,1,118005.21,4,33355.24,345.0,1,435002.1,0,0,0,0,0,0,0,1,0,0,0,2021,7,10,5,0,0,0,1
50.0,1,114072.85,14,55141.55,620.0,1,463019.97,0,0,0,0,1,0,0,0,0,1,0,2021,8,10,1,0,0,0,0
57.0,0,108390.85,26,19810.61,390.0,0,424205.9,1,0,0,0,1,0,0,0,0,1,0,2021,9,10,4,1,0,0,0
19.0,0,83392.4,12,19176.78,836.0,0,238819.83,0,0,0,0,1,0,1,0,0,0,0,2021,10,10,6,0,0,0,1
72.0,0,127973.98,0,20725.11,640.0,1,79925.28,1,0,0,0,0,1,0,0,0,0,0,2021,11,10,2,1,0,0,0
41.0,0,80841.64,15,28212.17,321.0,1,253795.84,0,0,0,0,0,0,0,0,0,1,0,2021,12,10,4,0,0,0,0
47.0,0,100755.68,14,21078.01,587.0,1,321779.11,0,0,0,0,0,1,0,0,1,0,0,2021,10,13,2,0,0,0,0
71.0,1,41022.72,26,42230.28,449.0,1,259192.1,1,0,1,0,0,0,0,0,0,1,0,2021,10,14,3,1,0,0,0
18.0,1,38839.9,21,34596.8,730.0,0,283621.49,0,0,0,0,0,1,0,1,0,0,0,2021,10,15,4,0,0,0,0
25.0,0,79133.59,7,21087.02,692.0,0,231958.13,0,0,0,1,0,0,1,0,0,0,0,2021,10,16,5,0,0,0,0
65.0,1,104026.8,12,15233.34,376.0,0,1148.12,1,0,0,0,1,0,1,0,0,0,0,2021,10,17,6,0,0,0,1
35.0,0,104942.6,27,24619.14,633.0,0,255887.5,0,0,1,0,0,0,0,0,0,1,0,2021,10,18,0,0,1,0,0
65.0,1,85476.32999999999,15,14699.75,486.0,1,253800.07,0,0,1,0,0,0,0,1,0,0,0,2021,10,19,1,0,1,0,0
70.0,0,111982.4,34,40142.03,479.0,0,257337.85,0,0,1,0,0,0,0,0,0,1,0,2021,10,20,2,0,1,0,0
37.0,0,58505.11,30,51507.27,511.0,1,503135.58,0,0,0,1,0,0,1,0,0,0,0,2021,10,21,3,0,0,0,1
18.0,1,128392.07,3,27307.84,485.0,1,65214.99,0,0,0,1,0,0,1,0,0,0,0,2021,10,22,4,0,0,1,0
56.0,0,121030.49,23,39716.39,647.0,1,69540.84,0,0,0,0,0,1,0,0,0,0,0,2021,10,23,5,1,0,0,0
63.0,1,57293.98,9,52294.2,619.0,0,87382.37,0,0,0,0,1,0,1,0,0,0,0,2021,10,24,6,1,0,0,0
26.0,0,104449.45,3,20600.07,342.0,1,247704.90777003483,0,0,1,0,0,0,0,0,1,0,0,2021,10,25,0,0,1,0,0
32.0,1,95998.68,20,53067.75,399.0,1,270386.35,0,0,0,0,0,1,0,1,0,0,0,2021,10,26,1,0,0,0,1
27.0,1,28567.01,6,35057.07,436.0,1,57757.22,1,0,0,0,0,0,0,1,0,0,0,2021,10,27,2,0,0,0,0
52.0,0,75720.02,10,34798.72,696.0,1,247704.90777003483,0,0,1,0,0,0,1,0,0,0,0,2021,10,28,3,0,1,0,0
58.0,0,50099.47,14,31136.29,770.0,0,287975.61,0,0,1,0,0,0,0,0,1,0,0,2021,10,29,4,1,0,0,0
19.0,0,82956.52,21,48661.08,687.0,1,247704.90777003483,0,0,0,0,1,0,0,1,0,0,0,2021,10,30,5,0,0,0,0
47.0,0,98907.43,6,63187.08,700.0,1,106172.24,0,0,0,1,0,0,0,0,1,0,0,2021,10,31,6,1,0,0,0
59.0,1,83004.7,24,53429.27,682.0,1,497897.64,0,0,0,0,0,0,0,0,0,0,0,2021,1,11,0,0,0,0,0
51.0,0,117372.28,34,34537.24,748.0,1,461180.62,0,0,0,0,0,1,0,1,0,0,0,2021,2,11,3,0,0,1,0
74.0,0,108284.09,17,34030.03,611.0,0,376182.82,0,0,0,0,0,1,0,0,0,1,0,2021,3,11,3,0,0,1,0
47.0,1,102531.8,9,58320.71,723.0,1,314383.32,0,0,0,0,1,0,0,0,0,1,0,2021,4,11,6,1,0,0,0
71.0,1,65042.9,11,28746.64,464.0,0,133472.94,0,0,0,0,0,0,0,1,0,0,0,2021,5,11,1,0,0,0,1
71.0,0,67893.49,16,23090.23,473.0,0,247704.90777003483,0,0,1,0,0,0,0,0,1,0,0,2021,6,11,4,0,1,0,0
62.0,1,20416.85,27,34798.72,367.0,1,197563.51,0,0,1,0,0,0,0,0,1,0,0,2021,8,11,2,0,1,0,0
53.0,0,126460.18,0,63982.02,714.0,1,321938.35,0,0,0,0,0,0,0,0,0,1,0,2021,9,11,5,1,0,0,0
69.0,0,28252.23,24,36898.88,769.0,0,203247.78,0,1,0,0,0,0,0,0,0,0,0,2021,10,11,0,1,0,0,0
32.0,0,119463.6,10,31878.92,397.0,0,410768.55,0,0,0,0,0,0,0,0,0,1,0,2021,11,11,3,1,0,0,0
34.0,1,52525.87,20,40614.81,629.0,1,181662.87,0,0,0,0,0,0,0,0,1,0,0,2021,12,11,5,0,1,0,0
41.0,1,40792.7,9,74318.19,646.0,1,293392.2,0,0,0,0,0,1,0,0,1,0,0,2021,11,13,5,0,1,0,0
73.0,1,98419.98,16,38694.53,430.0,1,224091.84,0,0,1,0,0,0,1,0,0,0,0,2021,11,14,6,0,0,0,0
74.0,1,111401.86,14,21779.82,586.0,0,222675.22,0,0,0,0,0,0,0,0,1,0,0,2021,11,15,0,1,0,0,0
64.0,0,83026.37,6,28883.16,406.0,1,473016.07,0,0,0,1,0,0,0,0,0,0,0,2021,11,16,1,0,0,0,0
20.0,0,83897.64,17,31822.15,500.0,1,177063.39,0,0,0,1,0,0,0,0,0,0,1,2021,11,17,2,0,1,0,0
23.0,0,48423.61,6,21559.11,377.0,0,412494.51,1,0,1,0,0,0,0,0,0,0,0,2021,11,18,3,0,0,0,1
56.0,0,88109.82,0,21990.35,390.0,0,189810.45,1,0,0,1,0,0,0,0,0,0,0,2021,11,19,4,0,0,0,1
22.0,1,60722.56,22,9353.73,831.0,1,268453.5,0,0,0,1,0,0,0,1,0,0,0,2021,11,20,5,0,0,1,0
73.0,0,80493.18,23,12161.5,618.0,1,155471.48,0,0,0,0,0,1,0,1,0,0,0,2021,11,21,6,0,1,0,0
28.0,0,83899.06,25,28973.83,350.0,1,468894.98,0,0,0,1,0,0,0,0,0,1,0,2021,11,22,0,0,0,1,0
71.0,0,113418.51,13,10950.45,609.0,1,293289.05,1,0,0,1,0,0,0,0,0,1,0,2021,11,23,1,0,0,0,0
37.0,1,117551.65,11,34798.72,486.0,0,247704.90777003483,0,0,1,0,0,0,0,0,1,0,0,2021,11,24,2,0,0,0,0
32.0,0,106516.25,0,21749.34,645.0,1,137996.32,1,0,1,0,0,0,0,0,0,0,0,2021,11,25,3,0,1,0,0
30.0,1,86202.38,6,3844.0,431.0,1,198277.65,0,0,0,1,0,0,0,0,0,0,0,2021,11,26,4,0,0,0,0
61.0,1,32688.08,18,37221.14,333.0,0,313188.63,1,0,0,0,0,0,0,1,0,0,0,2021,11,27,5,0,0,1,0
20.0,0,126000.85,1,22938.75,332.0,1,112775.98,1,0,0,0,0,0,0,1,0,0,0,2021,11,28,6,0,0,0,0
51.0,1,65161.0,9,42802.31,470.0,1,247704.90777003483,1,0,1,0,0,0,0,1,0,0,0,2021,11,29,0,0,0,1,0
43.0,1,59744.16,29,46712.01,505.0,1,385766.92,1,0,0,1,0,0,0,0,1,0,0,2021,11,30,1,0,0,0,1
49.0,1,70234.25,30,26526.59,847.0,1,152956.58,0,0,1,0,0,0,1,0,0,0,0,2021,1,12,1,0,0,0,1
32.0,0,59940.12,6,39720.57,834.0,1,93237.48,0,0,1,0,0,0,0,0,0,1,0,2021,2,12,4,0,0,0,0
21.0,0,87987.34,19,23207.86,419.0,1,417195.41,0,0,0,0,0,0,0,1,0,0,0,2021,3,12,4,0,0,0,0
44.0,0,68269.85,1,26377.52,598.0,1,388605.68,0,0,0,0,1,0,1,0,0,0,0,2021,4,12,0,1,0,0,0
36.0,0,119921.77,33,15786.2,424.0,1,214054.16,0,0,0,0,1,0,0,1,0,0,0,2021,5,12,2,0,1,0,0
62.0,0,42938.55,18,45354.0,545.0,0,217777.91,1,0,0,0,0,1,0,0,1,0,0,2021,6,12,5,0,0,0,0
37.0,0,65624.59,19,19863.28,719.0,1,251036.49,0,0,1,0,0,0,0,0,0,1,0,2021,7,12,0,0,0,1,0
36.0,1,6343.52,3,30979.74,665.0,1,376816.14,0,0,0,1,0,0,0,0,0,1,0,2021,8,12,3,0,0,0,1
39.0,0,88585.01,17,54225.46,850.0,0,62100.0,0,0,0,1,0,0,0,0,1,0,0,2021,9,12,6,0,0,0,0
20.0,1,133951.29,16,39175.54,356.0,0,130286.22,0,0,0,0,1,0,1,0,0,0,0,2021,10,12,1,0,0,0,0
46.0,1,66328.51,30,25196.55,708.0,1,264632.62,1,0,1,0,0,0,0,0,0,0,0,2021,11,12,4,1,0,0,0
65.0,0,68891.0,21,42204.55,809.0,1,174355.79,0,0,1,0,0,0,0,0,0,0,0,2021,12,12,6,0,0,1,0
46.0,0,68810.74,15,63.82,833.0,1,201578.06,0,0,0,0,1,0,0,1,0,0,0,2021,12,13,0,0,1,0,0
45.0,1,112339.23,9,37993.45,749.0,1,113642.81,0,0,0,0,0,1,0,1,0,0,0,2021,12,14,1,0,0,0,1
46.0,0,114934.26,3,50096.55,762.0,0,244344.03,0,0,0,0,0,0,1,0,0,0,0,2021,12,15,2,1,0,0,0
31.0,1,34224.95,24,5431.95,747.0,1,270868.65,0,0,0,1,0,0,0,0,0,1,0,2021,12,16,3,0,0,0,1
24.0,1,94945.74,25,39940.0,397.0,1,327004.74,1,0,0,0,0,1,0,0,0,1,0,2021,12,17,4,1,0,0,0
70.0,0,134908.71,23,34296.0,794.0,0,256147.63,0,0,1,0,0,0,0,0,0,0,0,2021,12,18,5,0,0,0,0
62.0,0,60908.43,32,38558.69,601.0,1,326045.51,0,0,0,0,1,0,0,0,1,0,0,2021,12,19,6,0,0,0,1
59.0,0,67992.33,9,49573.37,333.0,0,91522.56,0,0,1,0,0,0,0,0,1,0,0,2021,12,20,0,1,0,0,0
21.0,0,51412.72,17,46574.56,397.0,0,172242.41,0,0,0,0,1,0,0,0,0,0,0,2021,12,21,1,1,0,0,0
42.0,0,65506.87,23,20199.67,436.0,1,123322.31,0,0,0,0,0,0,0,0,0,1,0,2021,12,22,2,0,1,0,0
18.0,0,85476.32999999999,1,39218.95,531.0,0,247704.90777003483,0,0,0,0,0,0,1,0,0,0,0,2021,12,23,3,0,1,0,0
37.0,0,95023.59,4,21752.0,414.0,0,300383.99,0,0,0,0,0,1,0,0,1,0,0,2021,12,24,4,0,0,0,1
23.0,1,62835.14,10,24289.04,685.0,0,198206.06,0,0,1,0,0,0,0,0,0,1,0,2021,12,25,5,1,0,0,0
22.0,1,89142.86,12,31171.76,375.0,1,85777.88,0,0,1,0,0,0,0,0,0,1,0,2021,12,26,6,0,0,0,1
44.0,1,69035.64,0,38203.64,642.0,0,100385.16,0,0,0,0,0,1,0,0,1,0,0,2021,12,27,0,0,0,1,0
34.0,1,85476.32999999999,19,57314.28,495.0,1,403776.72,1,0,0,0,1,0,0,0,0,0,0,2021,12,28,1,0,0,1,0
73.0,0,141276.72,14,38804.79,781.0,1,355809.53,0,0,0,0,0,0,0,0,1,0,0,2021,12,29,2,1,0,0,0
58.0,1,61112.95,26,39523.57,553.0,0,207401.61,0,0,0,0,1,0,0,0,1,0,0,2021,12,30,3,0,0,0,1
38.0,0,71366.36,15,30452.03,778.0,1,142044.73,1,0,0,0,0,0,0,1,0,0,0,2021,12,31,4,1,0,0,0
22.0,1,71004.65,10,45600.0,596.0,0,247704.90777003483,0,0,0,0,1,0,0,0,0,0,0,2022,1,1,5,0,0,0,0
54.0,0,99365.31,1,15557.28,701.0,0,152191.8,0,0,0,0,0,0,0,0,0,0,0,2022,2,1,1,1,0,0,0
39.0,1,57718.77,15,27033.7,434.0,0,279711.78,0,0,0,0,0,1,0,0,0,0,0,2022,3,1,1,0,0,0,0
39.0,0,114898.76,2,69844.94,727.0,1,254703.59,0,0,0,1,0,0,1,0,0,0,0,2022,4,1,4,0,0,0,0
51.0,1,110939.08,29,22520.72,564.0,0,469285.04,1,0,0,0,1,0,0,1,0,0,0,2022,5,1,6,0,0,1,0
41.0,1,94775.41,3,28726.91,615.0,1,180694.02,1,0,0,0,0,1,0,0,0,0,0,2022,6,1,2,0,0,1,0
60.0,0,58926.09,7,31938.54,498.0,1,257722.68,0,0,0,0,0,1,0,1,0,0,0,2022,7,1,4,0,0,0,1
46.22862068965517,0,63477.34,13,58606.51,442.0,1,202797.69,0,0,0,0,0,0,1,0,0,0,0,2022,8,1,0,0,1,0,0
46.22862068965517,1,4090.39,21,46729.45,800.0,0,177213.52,0,0,0,1,0,0,0,0,0,1,0,2022,9,1,3,0,0,1,0
74.0,0,48696.26,26,47598.76,561.0,1,437806.52,0,0,0,0,0,1,0,0,0,1,0,2022,10,1,5,1,0,0,0
34.0,1,126145.46,3,40516.6,375.0,1,377832.02,1,0,0,0,0,0,0,0,0,0,0,2022,11,1,1,0,0,0,0
35.0,0,93291.63,23,11250.45,517.0,0,487999.74,0,0,0,1,0,0,0,1,0,0,0,2022,12,1,3,1,0,0,0
36.0,1,85476.32999999999,16,21041.55,305.0,1,328684.52,0,0,1,0,0,0,0,0,1,0,0,2022,1,13,3,0,0,1,0
28.0,0,93901.02,14,41203.23,566.0,1,106107.74,1,0,1,0,0,0,0,0,0,0,0,2022,1,14,4,1,0,0,0
26.0,0,75380.03,12,24053.46,506.0,0,287632.53,0,0,0,1,0,0,0,0,0,1,0,2022,1,15,5,1,0,0,0
28.0,0,81641.1,27,42735.42,341.0,1,184081.44,0,0,0,0,1,0,1,0,0,0,0,2022,1,16,6,0,0,0,0
59.0,0,86200.64,34,25885.23,827.0,1,397025.08,0,0,0,0,1,0,1,0,0,0,0,2022,1,17,0,0,1,0,0
46.0,1,31473.74,8,27935.53,574.3770154373927,1,348193.48,0,0,0,1,0,0,1,0,0,0,0,2022,1,18,1,0,0,0,0
33.0,1,90758.14,18,35359.92,527.0,1,201799.1,1,0,0,1,0,0,1,0,0,0,0,2022,1,19,2,0,0,0,1
55.0,0,112119.77,26,65162.31,506.0,0,247704.90777003483,0,0,0,0,1,0,0,1,0,0,0,2022,1,20,3,0,0,1,0
45.0,0,105085.52,27,44357.89,400.0,1,-11549.25,0,0,1,0,0,0,0,1,0,0,0,2022,1,21,4,0,1,0,0
18.0,1,55795.91,16,16814.29,658.0,1,235344.26,0,0,0,0,1,0,0,0,0,0,0,2023,12,4,0,0,0,1,0
69.0,1,87966.19,4,26488.42,429.0,1,348258.35,0,0,0,0,0,1,0,0,0,1,0,2022,1,23,6,0,0,1,0
39.0,1,81989.62,31,32650.96,532.0,1,177688.76,0,0,0,0,1,0,1,0,0,0,0,2022,1,24,0,0,1,0,0
18.0,1,110894.31,19,40310.9,753.0,0,207769.78,0,0,0,1,0,0,0,1,0,0,0,2022,1,25,1,1,0,0,0
28.0,0,74598.37,21,31719.95,724.0,0,401417.53,0,0,0,1,0,0,0,0,0,0,0,2022,1,26,2,0,0,0,0
66.0,0,101888.88,3,19321.63,827.0,1,301719.13,0,0,0,1,0,0,0,0,1,0,0,2022,1,27,3,1,0,0,0
54.0,1,25138.67,3,27768.83,544.0,1,75699.98,0,0,0,0,1,0,0,1,0,0,0,2022,1,28,4,0,0,0,1
60.0,0,67968.17,28,33310.04,617.0,0,157557.6,0,0,0,0,1,0,0,0,0,1,0,2022,1,29,5,0,0,0,0
36.0,0,116201.13,25,33830.62,708.0,1,236273.26,0,0,0,0,1,0,1,0,0,0,0,2022,1,30,6,1,0,0,0
54.0,0,57920.03,4,46967.74,524.0,1,247704.90777003483,0,0,0,0,0,1,0,0,0,0,0,2022,1,31,0,0,1,0,0
35.0,1,122553.83,33,24206.05,505.0,1,210402.78,0,0,0,1,0,0,0,1,0,0,0,2022,1,2,6,0,0,0,0
41.0,1,69000.38,16,23756.84,314.0,1,114400.68,0,0,0,1,0,0,0,0,0,1,0,2022,2,2,2,0,0,0,1
27.0,1,85476.32999999999,29,34798.72,353.0,1,339087.67,1,0,0,1,0,0,0,0,0,1,0,2022,3,2,2,0,0,0,0
53.0,1,105687.76,26,46974.91,463.0,0,319664.39,1,0,0,0,0,1,0,0,1,0,0,2022,4,2,5,1,0,0,0
52.0,1,52554.33,7,34798.72,503.0,0,49096.7,0,1,0,0,0,0,0,0,1,0,0,2022,5,2,0,0,0,0,0
72.0,0,85476.32999999999,16,33234.41,425.0,1,387122.23,1,0,0,0,0,1,0,0,0,1,0,2022,6,2,3,0,0,1,0
56.0,1,121816.36,23,34798.72,685.0,1,304556.86,0,0,0,0,0,0,0,0,0,1,0,2022,7,2,5,1,0,0,0
23.0,1,93210.76,11,9387.31,706.0,1,181858.79,0,0,1,0,0,0,0,1,0,0,0,2022,8,2,1,0,1,0,0
33.0,0,82866.61,6,26703.87,488.0,1,222761.81,1,0,0,0,0,0,0,1,0,0,0,2022,9,2,4,0,0,1,0
21.0,0,97037.3,25,42528.07,394.0,1,372328.55,1,0,1,0,0,0,0,1,0,0,0,2022,10,2,6,1,0,0,0
34.0,0,62486.89,34,61140.97,582.0,1,273401.11,0,0,1,0,0,0,0,0,0,0,0,2022,11,2,2,1,0,0,0
37.0,1,138466.91,16,39094.25,692.0,1,129802.11,0,0,0,1,0,0,0,0,1,0,0,2022,12,2,4,0,0,0,1
71.0,1,156595.59,25,34086.43,410.0,1,155226.74,1,0,1,0,0,0,0,0,0,1,0,2022,2,13,6,0,0,0,1
23.0,1,122485.12,18,35245.91,656.0,1,21773.16,0,0,1,0,0,0,1,0,0,0,0,2022,2,14,0,0,1,0,0
47.0,1,50705.65,18,21421.6,708.0,0,212650.86,0,0,0,0,1,0,0,1,0,0,0,2022,2,15,1,0,1,0,0
70.0,0,93990.67,28,45419.8,777.0,1,414094.9,0,1,0,0,0,0,0,0,0,0,0,2022,2,16,2,1,0,0,0
35.0,0,45339.42,19,59592.44,755.0,1,252660.96,0,0,0,0,1,0,0,0,0,0,0,2022,2,17,3,0,0,1,0
62.0,1,52346.49,4,41487.57,822.0,1,467633.49,0,0,0,0,0,1,1,0,0,0,0,2022,2,18,4,0,0,0,1
36.0,1,76575.56,7,45899.43,428.0,1,301068.95,0,0,0,0,0,1,0,0,0,1,0,2022,2,19,5,1,0,0,0
27.0,1,91361.87,4,45131.96,369.0,1,191473.77,0,0,0,0,1,0,0,0,1,0,0,2022,2,20,6,1,0,0,0
51.0,1,80109.72,0,50999.18,426.0,1,118462.48,1,0,0,1,0,0,1,0,0,0,0,2022,2,21,0,1,0,0,0
39.0,0,99171.25,34,43519.85,523.0,1,95888.82,1,0,0,0,0,0,0,1,0,0,0,2022,2,22,1,1,0,0,0
18.0,1,107182.47,10,44597.6,688.0,1,82322.72,0,0,0,0,0,0,0,0,0,0,0,2022,2,23,2,1,0,0,0
41.0,0,100527.13,34,40825.64,311.0,1,340617.76,0,0,0,0,1,0,1,0,0,0,0,2022,2,24,3,0,1,0,0
40.0,0,92845.67,16,46798.89,757.0,1,175324.04,0,0,1,0,0,0,0,0,1,0,0,2022,2,25,4,0,0,0,1
72.0,0,83554.17,30,40908.98,822.0,0,224489.82,0,0,0,0,0,1,0,0,0,1,0,2022,2,26,5,1,0,0,0
66.0,1,143409.27,12,48957.05,760.0,1,341894.13,0,0,1,0,0,0,1,0,0,0,0,2022,2,27,6,1,0,0,0
36.0,1,97154.36,20,35967.13,705.0,1,201848.01,1,0,0,0,0,1,0,0,0,0,0,2022,2,28,0,0,0,1,0
60.0,0,113113.21,7,45931.99,537.0,1,100974.12,1,0,0,0,0,0,1,0,0,0,0,2022,1,3,0,0,1,0,0
45.0,0,60715.31,2,27636.37,513.0,0,131197.61,0,0,0,0,1,0,0,0,0,0,0,2022,2,3,3,0,0,0,0
69.0,0,52557.58,5,19837.2,784.0,1,159363.53,0,0,0,0,1,0,0,0,0,0,0,2022,3,3,3,0,0,0,0
48.0,0,101242.04,6,34798.72,829.0,1,123000.49,0,0,0,0,1,0,0,0,0,0,0,2022,4,3,6,1,0,0,0
22.0,0,94922.84,21,18460.36,800.0,1,112225.4,0,0,1,0,0,0,0,0,1,0,0,2022,5,3,1,0,0,0,0
62.0,1,121677.52,16,29021.74,807.0,1,132525.64,0,0,0,1,0,0,0,0,0,1,0,2022,6,3,4,1,0,0,0
-1.0,0,85476.32999999999,1,38223.38,656.0,0,354694.02,0,0,1,0,0,0,0,0,1,0,0,2022,7,3,6,0,0,1,0
67.0,0,63794.48,21,45487.56,312.0,1,196814.94,0,1,0,0,0,0,1,0,0,0,0,2022,8,3,2,0,0,1,0
58.0,0,109604.95,13,14444.56,635.0,1,142798.83,0,0,0,0,1,0,1,0,0,0,0,2022,9,3,5,1,0,0,0
56.0,0,124637.07,12,18354.33,694.0,1,100576.07,0,0,0,0,1,0,0,0,1,0,0,2022,10,3,0,1,0,0,0
46.22862068965517,0,37455.58,30,34522.15,317.0,1,280110.21,1,0,0,0,0,1,1,0,0,0,0,2022,11,3,3,0,1,0,0
38.0,1,133025.5,32,18273.51,316.0,1,192494.1,0,0,0,0,1,0,0,1,0,0,0,2022,12,3,5,0,0,1,0
39.0,1,27831.67,9,18623.27,830.0,1,353496.6,0,0,0,0,0,0,0,1,0,0,0,2022,3,13,6,0,0,0,1
