customer_id,age,gender,city,income,education,experience_years,monthly_spending,credit_score,signup_date,has_credit_card,loan_amount,employment_type,defaulted
C100591,43.0,Male,karachi,85476.32999999999,Intermediate,5,6481.19,338.0,2021-08-14,no,261768.56,Government,1
C100592,47.0,Female,islamabad,87345.39,Matric,23,53321.05,624.0,2021-08-15,Yes,128713.01,Student,0
C100593,46.22862068965517,Female,islamabad,85476.32999999999,Intermediate,4,46664.64,640.0,2021-08-16,No,102328.85,Unemployed,0
C100594,60.0,Female,islamabad,97986.78,Master,0,35306.72,721.0,2021-08-17,No,323983.94,Student,0
C100595,68.0,Female,rawalpindi,95179.49,PhD,33,40434.07,759.0,2021-08-18,Yes,334587.95,Unemployed,0
C100596,27.0,Male,karachi,122703.93,Intermediate,17,34845.32,601.0,2021-08-19,Yes,514848.63,Student,0
C100597,39.0,Female,karachi,130585.52,Matric,29,37071.77,718.0,2021-08-20,No,269521.77,Government,0
C100598,38.0,Male,islamabad,58306.32,Intermediate,28,23348.43,690.0,2021-08-21,Yes,271798.34,Student,0
C100599,42.0,Male,islamabad,84940.42,Master,10,32231.67,409.0,2021-08-22,No,88305.29,Private,0
C100600,19.0,Male,islamabad,58546.2,Bachelor,0,16688.26,839.0,2021-08-23,Yes,308761.39,Unemployed,1
C100601,33.0,Male,Lahore,59012.67,Bachelor,16,26567.81,574.3770154373927,2021-08-24,No,264007.6,Government,0
C100602,46.0,Female,rawalpindi,108833.31,Intermediate,34,57518.94,648.0,2021-08-25,No,241132.23,Business,0
C100603,49.0,Female,islamabad,88962.01,Matric,14,40904.9,548.0,2021-08-26,No,219687.05,Student,0
C100604,61.0,Male,karachi,111990.67,Master,27,50598.05,845.0,2021-08-27,Yes,96040.7,Government,0
C100605,48.0,Male,karachi,47533.25,Master,33,35620.07,421.0,2021-08-28,Yes,247704.90777003483,Unemployed,0
C100606,20.0,Female,karachi,81816.39,Matric,27,59995.79,555.0,2021-08-29,No,337819.96,Student,0
C100607,42.0,Female,islamabad,69472.4,Matric,9,58190.69,681.0,2021-08-30,Yes,161195.85,Private,0
C100608,42.0,Female,karachi,47131.29,Matric,13,32459.81,574.3770154373927,2021-08-31,Yes,315581.27,Private,1
C100609,38.0,Female,Lahore,29464.45,Bachelor,16,33421.69,361.0,2021-01-09,No,203759.08,Unemployed,0
C100610,46.22862068965517,Male,Lahore,114952.36,PhD,7,34798.72,519.0,2021-02-09,Yes,165445.2,Private,0
C100611,48.0,Female,Lahore,57309.68,Bachelor,33,42412.33,483.0,2021-03-09,Yes,500610.48,Government,1
C100612,44.0,Female,karachi,55419.52,Master,27,52837.98,731.0,2021-04-09,No,316798.35,Business,0
C100613,39.0,Male,karachi,96977.49,Master,21,58925.33,746.0,2021-05-09,No,275977.72,Private,0
C100614,74.0,Female,Lahore,92270.16,Intermediate,17,30865.6,811.0,2021-06-09,Yes,490730.14,Unemployed,0
C100615,62.0,Female,islamabad,85476.32999999999,Matric,0,48817.47,478.0,2021-07-09,Yes,289370.98,Student,1
C100616,26.0,Female,karachi,53926.6,Matric,6,12139.93,395.0,2021-08-09,Yes,174581.63,Business,0
C100617,26.0,Female,Lahore,147418.57,Intermediate,29,21649.82,574.3770154373927,2021-09-09,No,266876.13,Unemployed,0
C100618,33.0,Female,Lahore,85476.32999999999,Master,19,28890.25,494.0,2021-10-09,Yes,184470.78,Business,1
C100619,59.0,Male,faisalabad,140491.79,Intermediate,26,16650.16,664.0,2021-11-09,Yes,196016.07,Private,0
C100620,29.0,Male,faisalabad,40856.59,Master,32,18891.06,531.0,2021-12-09,Yes,267741.6,Business,0
C100621,29.0,Female,islamabad,77674.29,Matric,30,52030.33,514.0,2021-09-13,Yes,481121.08,Business,1
C100622,74.0,Female,karachi,55250.7,PhD,32,50136.93,667.0,2021-09-14,No,-138086.23,Business,0
C100623,71.0,Male,faisalabad,50252.75,Bachelor,4,32803.54,754.0,2021-09-15,N,180171.89,Government,0
C100624,58.0,Female,karachi,99400.52,Bachelor,10,34798.72,517.0,2021-09-16,Yes,503985.84,Student,1
C100625,39.0,Female,Lahore,102336.28,PhD,33,40072.64,652.0,2021-09-17,No,-67346.74,Business,0
C100626,54.0,Female,faisalabad,97555.76,PhD,21,24851.9,545.0,2021-09-18,Yes,481134.34,Private,1
C100627,36.0,Female,islamabad,149548.11,Matric,24,47440.12,324.0,2021-09-19,Yes,205613.69,Business,0
C100628,18.0,Male,Lahore,125988.48,Matric,8,18897.81,741.0,2021-09-20,No,157915.4,Business,0
C100629,69.0,Male,islamabad,55734.01,Master,14,40255.56,693.0,2021-09-21,No,411679.82,Private,1
C100630,74.0,Female,faisalabad,97695.58,Bachelor,21,53712.34,431.0,2021-09-22,Yes,281152.58,Government,0
C100631,46.22862068965517,Male,Lahore,97809.84,Matric,32,5955.33,449.0,2021-09-23,Yes,182286.29,Business,1
C100632,50.0,Male,rawalpindi,109213.09,PhD,19,23311.76,652.0,2021-09-24,Yes,161908.94,Government,0
C100633,73.0,Female,rawalpindi,110592.47,Bachelor,8,37808.33,758.0,2021-09-25,Yes,183022.64,Business,0
C100634,64.0,Male,faisalabad,136031.87,Master,12,40856.92,415.0,2021-09-26,No,339098.6,Government,0
C100635,70.0,Male,islamabad,118052.83,PhD,20,21030.83,803.0,2021-09-27,Yes,264812.09,Student,0
C100636,63.0,Female,karachi,129135.66,Master,9,40926.64,652.0,2021-09-28,Yes,248671.0,Private,0
C100637,55.0,Male,faisalabad,96078.03,Matric,24,30068.11,670.0,2021-09-29,Yes,373678.62,Student,1
C100638,47.0,Male,faisalabad,35971.75,PhD,24,25122.84,533.0,2021-09-30,Yes,247704.90777003483,Business,1
C100639,50.0,Male,islamabad,114063.98,Bachelor,14,48898.61,758.0,2021-01-10,Yes,323235.86,Student,0
C100640,19.0,Male,karachi,59935.45,Bachelor,23,13706.41,516.0,2021-02-10,No,341282.47,Student,0
C100641,47.0,Male,faisalabad,85476.32999999999,Intermediate,11,52154.66,813.0,2021-03-10,Yes,136255.73,Private,0
C100642,19.0,Female,rawalpindi,70997.66,Bachelor,0,37321.19,324.0,2021-04-10,No,368999.86,Government,1
C100643,22.0,Male,faisalabad,75404.86,Bachelor,34,55324.48,478.0,2021-05-10,No,306722.13,Private,0
C100644,46.22862068965517,Female,rawalpindi,94598.05,Intermediate,5,34743.51,448.0,2021-06-10,Yes,194147.05,Unemployed,0
C100645,23.0,Male,Lahore,118005.21,Master,4,33355.24,345.0,2021-07-10,Yes,435002.1,Unemployed,0
C100646,50.0,Male,karachi,114072.85,PhD,14,55141.55,620.0,2021-08-10,Yes,463019.97,Business,0
C100647,57.0,Female,karachi,108390.85,PhD,26,19810.61,390.0,2021-09-10,No,424205.9,Government,1
C100648,19.0,Female,karachi,83392.4,Intermediate,12,19176.78,836.0,2021-10-10,No,238819.83,Unemployed,0
C100649,72.0,Female,rawalpindi,127973.98,Bachelor,0,20725.11,640.0,2021-11-10,Yes,79925.28,Government,1
C100650,41.0,Female,Lahore,80841.64,PhD,15,28212.17,321.0,2021-12-10,Yes,253795.84,Business,0
C100651,47.0,Female,rawalpindi,100755.68,Matric,14,21078.01,587.0,2021-10-13,Yes,321779.11,Business,0
C100652,71.0,Male,faisalabad,41022.72,PhD,26,42230.28,449.0,2021-10-14,Yes,259192.1,Government,1
C100653,18.0,Male,rawalpindi,38839.9,Master,21,34596.8,730.0,2021-10-15,No,283621.49,Business,0
C100654,25.0,Female,islamabad,79133.59,Intermediate,7,21087.02,692.0,2021-10-16,No,231958.13,Business,0
C100655,65.0,Male,karachi,104026.8,Intermediate,12,15233.34,376.0,2021-10-17,No,1148.12,Unemployed,1
C100656,35.0,Female,faisalabad,104942.6,PhD,27,24619.14,633.0,2021-10-18,No,255887.5,Private,0
C100657,65.0,Male,faisalabad,85476.32999999999,Master,15,14699.75,486.0,2021-10-19,Yes,253800.07,Private,0
C100658,70.0,Female,faisalabad,111982.4,PhD,34,40142.03,479.0,2021-10-20,No,257337.85,Private,0
C100659,37.0,Female,islamabad,58505.11,Intermediate,30,51507.27,511.0,2021-10-21,Yes,503135.58,Unemployed,0
C100660,18.0,Male,islamabad,128392.07,Intermediate,3,27307.84,485.0,2021-10-22,Yes,65214.99,Student,0
C100661,56.0,Female,rawalpindi,121030.49,Bachelor,23,39716.39,647.0,2021-10-23,Yes,69540.84,Government,0
C100662,63.0,Male,karachi,57293.98,Intermediate,9,52294.2,619.0,2021-10-24,No,87382.37,Government,0
C100663,26.0,Female,faisalabad,104449.45,Matric,3,20600.07,342.0,2021-10-25,Yes,247704.90777003483,Private,0
C100664,32.0,Male,rawalpindi,95998.68,Master,20,53067.75,399.0,2021-10-26,Yes,270386.35,Unemployed,0
C100665,27.0,Male,Lahore,28567.01,Master,6,35057.07,436.0,2021-10-27,Yes,57757.22,Business,1
C100666,52.0,Female,faisalabad,75720.02,Intermediate,10,34798.72,696.0,2021-10-28,Yes,247704.90777003483,Private,0
C100667,58.0,Female,faisalabad,50099.47,Matric,14,31136.29,770.0,2021-10-29,No,287975.61,Government,0
C100668,19.0,Female,karachi,82956.52,Master,21,48661.08,687.0,2021-10-30,Yes,247704.90777003483,Business,0
C100669,47.0,Female,islamabad,98907.43,Matric,6,63187.08,700.0,2021-10-31,Yes,106172.24,Government,0
C100670,59.0,Male,Lahore,83004.7,Bachelor,24,53429.27,682.0,2021-01-11,Yes,497897.64,Business,0
C100671,51.0,Female,rawalpindi,117372.28,Master,34,34537.24,748.0,2021-02-11,Yes,461180.62,Student,0
C100672,74.0,Female,rawalpindi,108284.09,PhD,17,34030.03,611.0,2021-03-11,No,376182.82,Student,0
C100673,47.0,Male,karachi,102531.8,PhD,9,58320.71,723.0,2021-04-11,Yes,314383.32,Government,0
C100674,71.0,Male,Lahore,65042.9,Master,11,28746.64,464.0,2021-05-11,No,133472.94,Unemployed,0
C100675,71.0,Female,faisalabad,67893.49,Matric,16,23090.23,473.0,2021-06-11,No,247704.90777003483,Private,0
C100677,62.0,Male,faisalabad,20416.85,Matric,27,34798.72,367.0,2021-08-11,Yes,197563.51,Private,0
C100678,53.0,Female,Lahore,126460.18,PhD,0,63982.02,714.0,2021-09-11,Yes,321938.35,Government,0
C100679,69.0,Female,Unknown,28252.23,Bachelor,24,36898.88,769.0,2021-10-11,No,203247.78,Government,0
C100680,32.0,Female,Lahore,119463.6,PhD,10,31878.92,397.0,2021-11-11,No,410768.55,Government,0
C100681,34.0,Male,Lahore,52525.87,Matric,20,40614.81,629.0,2021-12-11,Yes,181662.87,Private,0
C100682,41.0,Male,rawalpindi,40792.7,Matric,9,74318.19,646.0,2021-11-13,Yes,293392.2,Private,0
C100683,73.0,Male,faisalabad,98419.98,Intermediate,16,38694.53,430.0,2021-11-14,Yes,224091.84,Business,0
C100684,74.0,Male,Lahore,111401.86,Matric,14,21779.82,586.0,2021-11-15,No,222675.22,Government,0
C100685,64.0,Female,islamabad,83026.37,Bachelor,6,28883.16,406.0,2021-11-16,Yes,473016.07,Business,0
C100686,20.0,Female,islamabad,83897.64,Unknown,17,31822.15,500.0,2021-11-17,Yes,177063.39,Private,0
C100687,23.0,Female,faisalabad,48423.61,Bachelor,6,21559.11,377.0,2021-11-18,No,412494.51,Unemployed,1
C100688,56.0,Female,islamabad,88109.82,Bachelor,0,21990.35,390.0,2021-11-19,No,189810.45,Unemployed,1
C100689,22.0,Male,islamabad,60722.56,Master,22,9353.73,831.0,2021-11-20,Yes,268453.5,Student,0
C100690,73.0,Female,rawalpindi,80493.18,Master,23,12161.5,618.0,2021-11-21,Yes,155471.48,Private,0
C100691,28.0,Female,islamabad,83899.06,PhD,25,28973.83,350.0,2021-11-22,Yes,468894.98,Student,0
C100692,71.0,Female,islamabad,113418.51,PhD,13,10950.45,609.0,2021-11-23,Yes,293289.05,Business,1
C100693,37.0,Male,faisalabad,117551.65,Matric,11,34798.72,486.0,2021-11-24,No,247704.90777003483,Business,0
C100694,32.0,Female,faisalabad,106516.25,Bachelor,0,21749.34,645.0,2021-11-25,yes,137996.32,Private,1
C100695,30.0,Male,islamabad,86202.38,Bachelor,6,3844.0,431.0,2021-11-26,Yes,198277.65,Business,0
C100696,61.0,Male,Lahore,32688.08,Master,18,37221.14,333.0,2021-11-27,No,313188.63,Student,1
C100697,20.0,Female,Lahore,126000.85,Master,1,22938.75,332.0,2021-11-28,Yes,112775.98,Business,1
C100698,51.0,Male,faisalabad,65161.0,Master,9,42802.31,470.0,2021-11-29,Yes,247704.90777003483,Student,1
C100699,43.0,Male,islamabad,59744.16,Matric,29,46712.01,505.0,2021-11-30,Yes,385766.92,Unemployed,1
C100700,49.0,Male,faisalabad,70234.25,Intermediate,30,26526.59,847.0,2021-01-12,Yes,152956.58,Unemployed,0
C100701,32.0,Female,faisalabad,59940.12,PhD,6,39720.57,834.0,2021-02-12,Yes,93237.48,Business,0
C100702,21.0,Female,Lahore,87987.34,Master,19,23207.86,419.0,2021-03-12,Yes,417195.41,Business,0
C100703,44.0,Female,karachi,68269.85,Intermediate,1,26377.52,598.0,2021-04-12,Yes,388605.68,Government,0
C100704,36.0,Female,karachi,119921.77,Master,33,15786.2,424.0,2021-05-12,Yes,214054.16,Private,0
C100705,62.0,Female,rawalpindi,42938.55,Matric,18,45354.0,545.0,2021-06-12,No,217777.91,Business,1
C100706,37.0,Female,faisalabad,65624.59,PhD,19,19863.28,719.0,2021-07-12,Yes,251036.49,Student,0
C100707,36.0,Male,islamabad,6343.52,PhD,3,30979.74,665.0,2021-08-12,Yes,376816.14,Unemployed,0
C100708,39.0,Female,islamabad,88585.01,Matric,17,54225.46,850.0,2021-09-12,No,62100.0,Business,0
C100709,20.0,Male,karachi,133951.29,Intermediate,16,39175.54,356.0,2021-10-12,no,130286.22,Business,0
C100710,46.0,Male,faisalabad,66328.51,Bachelor,30,25196.55,708.0,2021-11-12,Yes,264632.62,Government,1
C100711,65.0,Female,faisalabad,68891.0,Bachelor,21,42204.55,809.0,2021-12-12,Yes,174355.79,Student,0
C100712,46.0,Female,karachi,68810.74,Master,15,63.82,833.0,2021-12-13,Yes,201578.06,Private,0
C100713,45.0,Male,rawalpindi,112339.23,Master,9,37993.45,749.0,2021-12-14,Yes,113642.81,Unemployed,0
C100714,46.0,Female,Lahore,114934.26,Intermediate,3,50096.55,762.0,2021-12-15,No,244344.03,Government,0
C100715,31.0,Male,islamabad,34224.95,PhD,24,5431.95,747.0,2021-12-16,Yes,270868.65,Unemployed,0
C100716,24.0,Male,rawalpindi,94945.74,PhD,25,39940.0,397.0,2021-12-17,yes,327004.74,Government,1
C100717,70.0,Female,faisalabad,134908.71,Bachelor,23,34296.0,794.0,2021-12-18,No,256147.63,Business,0
C100718,62.0,Female,karachi,60908.43,Matric,32,38558.69,601.0,2021-12-19,Yes,326045.51,Unemployed,0
C100719,59.0,Female,faisalabad,67992.33,Matric,9,49573.37,333.0,2021-12-20,No,91522.56,Government,0
C100720,21.0,Female,karachi,51412.72,Bachelor,17,46574.56,397.0,2021-12-21,No,172242.41,Government,0
C100721,42.0,Female,Lahore,65506.87,PhD,23,20199.67,436.0,2021-12-22,Yes,123322.31,Private,0
C100722,18.0,Female,Lahore,85476.32999999999,Intermediate,1,39218.95,531.0,2021-12-23,No,247704.90777003483,Private,0
C100723,37.0,Female,rawalpindi,95023.59,Matric,4,21752.0,414.0,2021-12-24,No,300383.99,Unemployed,0
C100724,23.0,Male,faisalabad,62835.14,PhD,10,24289.04,685.0,2021-12-25,No,198206.06,Government,0
C100725,22.0,Male,faisalabad,89142.86,PhD,12,31171.76,375.0,2021-12-26,Yes,85777.88,Unemployed,0
C100726,44.0,Male,rawalpindi,69035.64,Matric,0,38203.64,642.0,2021-12-27,No,100385.16,Student,0
C100727,34.0,Male,karachi,85476.32999999999,Bachelor,19,57314.28,495.0,2021-12-28,Yes,403776.72,Student,1
C100728,73.0,Female,Lahore,141276.72,Matric,14,38804.79,781.0,2021-12-29,Yes,355809.53,Government,0
C100729,58.0,Male,karachi,61112.95,Matric,26,39523.57,553.0,2021-12-30,No,207401.61,Unemployed,0
C100730,38.0,Female,Lahore,71366.36,Master,15,30452.03,778.0,2021-12-31,Yes,142044.73,Government,1
C100731,22.0,Male,karachi,71004.65,Bachelor,10,45600.0,596.0,2022-01-01,No,247704.90777003483,Business,0
C100732,54.0,Female,Lahore,99365.31,Bachelor,1,15557.28,701.0,2022-02-01,N,152191.8,Government,0
C100733,39.0,Male,rawalpindi,57718.77,Bachelor,15,27033.7,434.0,2022-03-01,No,279711.78,Business,0
C100734,39.0,Female,islamabad,114898.76,Intermediate,2,69844.94,727.0,2022-04-01,Yes,254703.59,Business,0
C100735,51.0,Male,karachi,110939.08,Master,29,22520.72,564.0,2022-05-01,No,469285.04,Student,1
C100736,41.0,Male,rawalpindi,94775.41,Bachelor,3,28726.91,615.0,2022-06-01,Yes,180694.02,Student,1
C100737,60.0,Female,rawalpindi,58926.09,Master,7,31938.54,498.0,2022-07-01,Yes,257722.68,Unemployed,0
C100738,46.22862068965517,Female,Lahore,63477.34,Intermediate,13,58606.51,442.0,2022-08-01,Yes,202797.69,Private,0
C100739,46.22862068965517,Male,islamabad,4090.39,PhD,21,46729.45,800.0,2022-09-01,No,177213.52,Student,0
C100740,74.0,Female,rawalpindi,48696.26,PhD,26,47598.76,561.0,2022-10-01,Yes,437806.52,Government,0
C100741,34.0,Male,Lahore,126145.46,Bachelor,3,40516.6,375.0,2022-11-01,Yes,377832.02,Business,1
C100742,35.0,Female,islamabad,93291.63,Master,23,11250.45,517.0,2022-12-01,No,487999.74,Government,0
C100743,36.0,Male,faisalabad,85476.32999999999,Matric,16,21041.55,305.0,2022-01-13,Yes,328684.52,Student,0
C100744,28.0,Female,faisalabad,93901.02,Bachelor,14,41203.23,566.0,2022-01-14,Yes,106107.74,Government,1
C100745,26.0,Female,islamabad,75380.03,PhD,12,24053.46,506.0,2022-01-15,No,287632.53,Government,0
C100746,28.0,Female,karachi,81641.1,Intermediate,27,42735.42,341.0,2022-01-16,Yes,184081.44,Business,0
C100747,59.0,Female,karachi,86200.64,Intermediate,34,25885.23,827.0,2022-01-17,Yes,397025.08,Private,0
C100748,46.0,Male,islamabad,31473.74,Intermediate,8,27935.53,574.3770154373927,2022-01-18,Yes,348193.48,Business,0
C100749,33.0,Male,islamabad,90758.14,Intermediate,18,35359.92,527.0,2022-01-19,Yes,201799.1,Unemployed,1
C100750,55.0,Female,karachi,112119.77,Master,26,65162.31,506.0,2022-01-20,No,247704.90777003483,Student,0
C100751,45.0,Female,faisalabad,105085.52,Master,27,44357.89,400.0,2022-01-21,Yes,-11549.25,Private,0
C100752,18.0,Male,karachi,55795.91,Bachelor,16,16814.29,658.0,2023-12-04,Yes,235344.26,Student,0
C100753,69.0,Male,rawalpindi,87966.19,PhD,4,26488.42,429.0,2022-01-23,Yes,348258.35,Student,0
C100754,39.0,Male,karachi,81989.62,Intermediate,31,32650.96,532.0,2022-01-24,Yes,177688.76,Private,0
C100755,18.0,Male,islamabad,110894.31,Master,19,40310.9,753.0,2022-01-25,No,207769.78,Government,0
C100756,28.0,Female,islamabad,74598.37,Bachelor,21,31719.95,724.0,2022-01-26,No,401417.53,Business,0
C100757,66.0,Female,islamabad,101888.88,Matric,3,19321.63,827.0,2022-01-27,Yes,301719.13,Government,0
C100758,54.0,Male,karachi,25138.67,Master,3,27768.83,544.0,2022-01-28,Yes,75699.98,Unemployed,0
C100759,60.0,Female,karachi,67968.17,PhD,28,33310.04,617.0,2022-01-29,No,157557.6,Business,0
C100760,36.0,Female,karachi,116201.13,Intermediate,25,33830.62,708.0,2022-01-30,Yes,236273.26,Government,0
C100761,54.0,Female,rawalpindi,57920.03,Bachelor,4,46967.74,524.0,2022-01-31,Yes,247704.90777003483,Private,0
C100762,35.0,Male,islamabad,122553.83,Master,33,24206.05,505.0,2022-01-02,Yes,210402.78,Business,0
C100763,41.0,Male,islamabad,69000.38,PhD,16,23756.84,314.0,2022-02-02,Yes,114400.68,Unemployed,0
C100764,27.0,Male,islamabad,85476.32999999999,PhD,29,34798.72,353.0,2022-03-02,Yes,339087.67,Business,1
C100765,53.0,Male,rawalpindi,105687.76,Matric,26,46974.91,463.0,2022-04-02,No,319664.39,Government,1
C100766,52.0,Male,Unknown,52554.33,Matric,7,34798.72,503.0,2022-05-02,No,49096.7,Business,0
C100767,72.0,Female,rawalpindi,85476.32999999999,PhD,16,33234.41,425.0,2022-06-02,Yes,387122.23,Student,1
C100768,56.0,Male,Lahore,121816.36,PhD,23,34798.72,685.0,2022-07-02,Yes,304556.86,Government,0
C100769,23.0,Male,faisalabad,93210.76,Master,11,9387.31,706.0,2022-08-02,Yes,181858.79,Private,0
C100770,33.0,Female,Lahore,82866.61,Master,6,26703.87,488.0,2022-09-02,Yes,222761.81,Student,1
C100771,21.0,Female,faisalabad,97037.3,Master,25,42528.07,394.0,2022-10-02,Yes,372328.55,Government,1
C100772,34.0,Female,faisalabad,62486.89,Bachelor,34,61140.97,582.0,2022-11-02,Yes,273401.11,Government,0
C100773,37.0,Male,islamabad,138466.91,Matric,16,39094.25,692.0,2022-12-02,Yes,129802.11,Unemployed,0
C100774,71.0,Male,faisalabad,156595.59,PhD,25,34086.43,410.0,2022-02-13,Yes,155226.74,Unemployed,1
C100775,23.0,Male,faisalabad,122485.12,Intermediate,18,35245.91,656.0,2022-02-14,Yes,21773.16,Private,0
C100776,47.0,Male,karachi,50705.65,Master,18,21421.6,708.0,2022-02-15,No,212650.86,Private,0
C100777,70.0,Female,Unknown,93990.67,Bachelor,28,45419.8,777.0,2022-02-16,Yes,414094.9,Government,0
C100778,35.0,Female,karachi,45339.42,Bachelor,19,59592.44,755.0,2022-02-17,Yes,252660.96,Student,0
C100779,62.0,Male,rawalpindi,52346.49,Intermediate,4,41487.57,822.0,2022-02-18,Yes,467633.49,Unemployed,0
C100780,36.0,Male,rawalpindi,76575.56,PhD,7,45899.43,428.0,2022-02-19,Yes,301068.95,Government,0
C100781,27.0,Male,karachi,91361.87,Matric,4,45131.96,369.0,2022-02-20,Yes,191473.77,Government,0
C100782,51.0,Male,islamabad,80109.72,Intermediate,0,50999.18,426.0,2022-02-21,Yes,118462.48,Government,1
C100783,39.0,Female,Lahore,99171.25,Master,34,43519.85,523.0,2022-02-22,Yes,95888.82,Government,1
C100784,18.0,Male,Lahore,107182.47,Bachelor,10,44597.6,688.0,2022-02-23,Yes,82322.72,Government,0
C100785,41.0,Female,karachi,100527.13,Intermediate,34,40825.64,311.0,2022-02-24,Yes,340617.76,Private,0
C100786,40.0,Female,faisalabad,92845.67,Matric,16,46798.89,757.0,2022-02-25,Yes,175324.04,Unemployed,0
C100787,72.0,Female,rawalpindi,83554.17,PhD,30,40908.98,822.0,2022-02-26,No,224489.82,Government,0
C100788,66.0,Male,faisalabad,143409.27,Intermediate,12,48957.05,760.0,2022-02-27,Yes,341894.13,Government,0
C100789,36.0,Male,rawalpindi,97154.36,Bachelor,20,35967.13,705.0,2022-02-28,Yes,201848.01,Student,1
C100790,60.0,Female,Lahore,113113.21,Intermediate,7,45931.99,537.0,2022-01-03,Yes,100974.12,Private,1
C100791,45.0,Female,karachi,60715.31,Bachelor,2,27636.37,513.0,2022-02-03,No,131197.61,Business,0
C100792,69.0,Female,karachi,52557.58,Bachelor,5,19837.2,784.0,2022-03-03,Yes,159363.53,Business,0
C100793,48.0,Female,karachi,101242.04,Bachelor,6,34798.72,829.0,2022-04-03,Yes,123000.49,Government,0
C100794,22.0,Female,faisalabad,94922.84,Matric,21,18460.36,800.0,2022-05-03,Yes,112225.4,Business,0
C100795,62.0,Male,islamabad,121677.52,PhD,16,29021.74,807.0,2022-06-03,Yes,132525.64,Government,0
C100796,-1.0,Female,faisalabad,85476.32999999999,Matric,1,38223.38,656.0,2022-07-03,No,354694.02,Student,0
C100797,67.0,Female,Unknown,63794.48,Intermediate,21,45487.56,312.0,2022-08-03,Yes,196814.94,Student,0
C100798,58.0,Female,karachi,109604.95,Intermediate,13,14444.56,635.0,2022-09-03,Yes,142798.83,Government,0
C100799,56.0,Female,karachi,124637.07,Matric,12,18354.33,694.0,2022-10-03,Yes,100576.07,Government,0
C100800,46.22862068965517,Female,rawalpindi,37455.58,Intermediate,30,34522.15,317.0,2022-11-03,Yes,280110.21,Private,1
C100801,38.0,Male,karachi,133025.5,Master,32,18273.51,316.0,2022-12-03,Yes,192494.1,Student,0
C100802,39.0,Male,Lahore,27831.67,Master,9,18623.27,830.0,2022-03-13,Yes,353496.6,Unemployed,0
C100803,31.0,Female,karachi,125744.52,Intermediate,27,34812.24,827.0,2022-03-14,Yes,178447.5,Private,0
C100804,46.22862068965517,Male,islamabad,34602.66,Intermediate,5,50635.17,630.0,2022-03-15,No,121091.68,Government,0
C100805,40.0,Male,Lahore,85476.32999999999,Bachelor,6,30186.0,775.0,2022-03-16,No,278328.97,Private,0
C100806,72.0,Male,islamabad,75363.26,Matric,33,34379.98,312.0,2022-03-17,Yes,210343.84,Government,1
C100807,46.22862068965517,Male,faisalabad,89945.15,Bachelor,22,26589.82,403.0,2022-03-18,Yes,175464.08,Business,0
C100808,35.0,Male,faisalabad,50043.01,PhD,9,27090.68,817.0,2022-03-19,Yes,489383.49,Student,0
C100809,61.0,Male,karachi,21984.82,PhD,7,28091.46,574.3770154373927,2022-03-20,Yes,220432.14,Business,0
C100810,44.0,Female,Lahore,56977.27,Master,23,22314.04,820.0,2022-03-21,Yes,248204.91,Business,0
C100811,46.22862068965517,Female,Lahore,112690.6,Intermediate,11,34116.54,747.0,2022-03-22,No,350798.05,Unemployed,1
C100812,63.0,Female,faisalabad,85464.23,PhD,17,23175.41,341.0,2022-03-23,No,81179.68,Unemployed,0
C100813,67.0,Female,rawalpindi,88347.15,Matric,5,37765.37,478.0,2022-03-24,Yes,275893.59,Unemployed,0
C100814,73.0,Male,islamabad,72882.65,Intermediate,18,34798.72,699.0,2022-03-25,Yes,480137.24,Private,0
C100815,62.0,Female,faisalabad,86624.06,Matric,8,55016.54,644.0,2022-03-26,Yes,197108.23,Private,0
C100816,71.0,Male,faisalabad,107916.15,Matric,22,17602.05,459.0,2022-03-27,Yes,209318.47,Business,1
C100817,69.0,Male,islamabad,138014.37,Intermediate,14,12962.16,794.0,2022-03-28,No,-10939.84,Unemployed,0
C100818,26.0,Male,islamabad,76617.21,Intermediate,30,25258.71,565.0,2022-03-29,No,34770.96,Private,0
C100819,57.0,Female,karachi,76164.6,Matric,22,22067.25,334.0,2022-03-30,Yes,408571.67,Private,1
C100820,49.0,Female,faisalabad,72162.19,Matric,32,15770.85,706.0,2022-03-31,No,421660.73,Private,1
C100821,71.0,Male,Lahore,119901.8,Master,30,41837.77,644.0,2022-01-04,Yes,185629.85,Unemployed,0
C100822,61.0,Female,karachi,109401.37,PhD,1,3200.23,711.0,2022-02-04,Yes,474725.86,Unemployed,1
C100823,47.0,Female,rawalpindi,55246.53,Intermediate,5,34798.72,306.0,2022-03-04,Yes,329101.21,Student,0
C100824,54.0,Male,Lahore,109025.83,Matric,9,49447.96,839.0,2022-04-04,Yes,247704.90777003483,Business,0
C100825,23.0,Female,Lahore,76765.87,Master,19,29995.46,574.3770154373927,2022-05-04,No,347250.9,Private,0
C100826,38.0,Female,rawalpindi,66744.69,PhD,13,34924.66,710.0,2022-06-04,No,385050.97,Unemployed,1
C100827,59.0,Male,karachi,83375.62,Bachelor,29,42493.79,594.0,2022-07-04,Yes,51405.16,Unemployed,1
C100828,42.0,Male,karachi,94270.79,PhD,15,47282.14,749.0,2022-08-04,No,439107.93,Student,0
C100829,72.0,Female,karachi,66101.33,Matric,30,23209.14,771.0,2022-09-04,Yes,233841.04,Private,0
